type_transaction,prix_location,devise_location,prix_vente,description,localisation
,,,1 850 000CFA,Peugeot 206 2003,"Angré, Abidjan, Côte d'Ivoire"
A partir de,1 566 660,CFA/mois *,33 000 000CFA,Acura TLX  2025,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 201 601,CFA/mois *,25 000 000CFA,Ford Territory 2024,"Angré, Abidjan, Côte d'Ivoire"
,,,3 700 000CFA,Nissan Hardbody 2010,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 800 000CFA,Hyundai Tucson 2015,"Cocody, Abidjan, Côte d'Ivoire"
,,,10 900 000CFA,Hyundai Santa Fe 2017,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,553 621,CFA/mois *,10 800 000CFA,Kia Forte 2020,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,3 483 221,CFA/mois *,75 000 000CFA,BMX X3 m50,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 500 000CFA,Hyundai Tucson 2013,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,973 439,CFA/mois *,20 000 000CFA,Hyundai Sonata hybrid 2022,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,813 726,CFA/mois *,16 500 000CFA,MG HS 2024,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,206 815,CFA/mois *,3 200 000CFA,Suzuki alto 2023,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,325 459,CFA/mois *,5 800 000CFA,Suzuki Dzire 2023,"Cocody, Abidjan, Côte d'Ivoire"
,,,8 800 000CFA,Mitsubishi L200 2017,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,740 714,CFA/mois *,14 900 000CFA,Honda CR-V 2021,"Cocody, Abidjan, Côte d'Ivoire"
,,,8 700 000CFA,Nissan Rogue 2016,"Cocody, Abidjan, Côte d'Ivoire"
,,,13 700 000CFA,Mazda cx-5 2018 maison mère,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 500 000CFA,Hyundai accent 2018,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 977 352,CFA/mois *,42 000 000CFA,Jeep rubicon 2022,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 350 000CFA,BMW X5 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,1 750 000CFA,Mitsubishi Lancer 2005,"Cocody, Abidjan, Côte d'Ivoire"
,,,11 500 000CFA,Toyota CHR 2019,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,462 356,CFA/mois *,8 800 000CFA,Changan gs35 2020,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 000 000CFA,KIA Sorento 2003,"Yopougon, Abidjan, Côte d'Ivoire"
,,,24 000 000CFA,Land rover range rover sport 2018,"Cocody, Abidjan, Côte d'Ivoire"
,,,6 800 000CFA,Hyundai avante  2017,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,651 731,CFA/mois *,12 950 000CFA,Hyundai tucson 2020,"Cocody, Abidjan, Côte d'Ivoire"
,,,10 800 000CFA,Kia Sportage 2018 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,9 500 000CFA,Toyota fortuner 2015,"Cocody, Abidjan, Côte d'Ivoire"
,,,11 500 000CFA,Range Rover 2017,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 600 000CFA,Ford Focus 2004,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 800 000CFA,Mercedes-Benz ML350 4Matic 2010,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,608 380,CFA/mois *,12 000 000CFA,Hyundai Kona 2021,"Cocody, Abidjan, Côte d'Ivoire"
,,,10 500 000CFA,Mitsubishi Outlander 2017,"Cocody, Abidjan, Côte d'Ivoire"
,,,1 200 000CFA,Peugeot 407 automatique,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 200 000CFA,Renault Duster 2016,"Marcory, Abidjan, Côte d'Ivoire"
,,,8 300 000CFA,Hyundai Elantra 2018,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 800 000CFA,Ford Focus 2014,"Marcory, Abidjan, Côte d'Ivoire"
,,,22 000 000CFA,Toyota Fortuner 2017,"Yopougon, Abidjan, Côte d'Ivoire"
,,,12 800 000CFA,Kia Sportage 2019,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,649 449,CFA/mois *,12 900 000CFA,Changan hunter 2022,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,466 919,CFA/mois *,8 900 000CFA,Jeep compass 2021,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,882 174,CFA/mois *,18 000 000CFA,Toyota Rav4 2021,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,562 747,CFA/mois *,11 000 000CFA,Toyota rush 2020,"Cocody, Abidjan, Côte d'Ivoire"
,,,13 500 000CFA,Hyundai Tucson 2019,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 270 050,CFA/mois *,26 500 000CFA,Mercedes-Benz C300  2020,"Yopougon, Abidjan, Côte d'Ivoire"
,,,13 800 000CFA,Kia Sportage 2017,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 800 000CFA,Toyota Corolla 2004 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,8 800 000CFA,Mitsubishi outlander 2018,"Cocody, Abidjan, Côte d'Ivoire"
,,,21 800 000CFA,Toyota rav4 2019,"Abidjan, Côte d'Ivoire"
,,,5 800 000CFA,HYUNDAI Tucson 2008,"Abidjan, Côte d'Ivoire"
,,,13 900 000CFA,Mitsubishi pajero 2019,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,4 852 193,CFA/mois *,105 000 000CFA,Toyota land cruiser 2024,"Abidjan, Côte d'Ivoire"
,,,3 900 000CFA,Mercedes-benz sprinter 208 1997,"Abidjan, Côte d'Ivoire"
,,,6 800 000CFA,Kia Cerato 2018,"Cocody, Abidjan, Côte d'Ivoire"
,,,15 000 000CFA,Mercedes-Benz C300 Cabriolet  2017,"Cocody, Abidjan, Côte d'Ivoire"
,,,16 500 000CFA,Mercedes-benz gl 2017,"Cocody, Abidjan, Côte d'Ivoire"
,,,11 500 000CFA,Ford explorer 2018,"Abidjan, Côte d'Ivoire"
,,,18 800 000CFA,Mercedes-benz c450 2017,"Abidjan, Côte d'Ivoire"
,,,6 500 000CFA,Renault Duster 2016,"Cocody, Abidjan, Côte d'Ivoire"
,,,20 500 000CFA,Jaguar Pace S 2018,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,745 277,CFA/mois *,15 000 000CFA,Peugeot 2008 2021,"Yopougon, Abidjan, Côte d'Ivoire"
,,,13 000 000CFA,Ford Ranger 2018,"Cocody, Abidjan, Côte d'Ivoire"
,,,6 000 000CFA,Kia Optima 2014 ,"Abidjan, Côte d'Ivoire"
A partir de,690 518,CFA/mois *,13 800 000CFA,Mitsubishi eclipse 2020,"Cocody, Abidjan, Côte d'Ivoire"
,,,1 850 000CFA,Toyota Yaris 1999,"Yopougon, Abidjan, Côte d'Ivoire"
,,,5 500 000CFA,Hyundai Elantra 2014,"Abidjan, Côte d'Ivoire"
,,,2 500 000CFA,Citroën c3 2011 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,1 250 000CFA,Peugeot 406 2001,"Yopougon, Abidjan, Côte d'Ivoire"
,,,4 500 000CFA,BMW M 2007,"Angré, Abidjan, Côte d'Ivoire"
,,,12 000 000CFA,Honda CR-V 2019,"Yopougon, Abidjan, Côte d'Ivoire"
,,,2 800 000CFA,BMW 525 2003,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 500 000CFA,Volkswagen Golf 2012,"Angré, Abidjan, Côte d'Ivoire"
,,,27 000 000CFA,Mercedes Benz 63S AMG 2018,"Koumassi, Abidjan, Côte d'Ivoire"
,,,12 000 000CFA,Hyundai Tucson 2017,"Abobo, Abidjan, Côte d'Ivoire"
,,,11 000 000CFA,Toyota Hilux 2018,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 000 000CFA,Hyundai Elantra 2014,"Yopougon, Abidjan, Côte d'Ivoire"
,,,15 500 000CFA,Mercedes-Benz Glc 2016,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,302 643,CFA/mois *,5 300 000CFA,Suzuki XL7 2023,"Koumassi, Abidjan, Côte d'Ivoire"
A partir de,1 146 842,CFA/mois *,23 800 000CFA,Hyundai Tucson 2023,"Koumassi, Abidjan, Côte d'Ivoire"
,,,11 500 000CFA,Mercedes-Benz GLA -Class 2017,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,585 564,CFA/mois *,11 500 000CFA,Peugeot 3008 2020,"Cocody, Abidjan, Côte d'Ivoire"
,,,13 900 000CFA,Mitsubishi Pajero 2019,"Angré, Abidjan, Côte d'Ivoire"
,,,8 800 000CFA,RENAULT Kangoo 2017,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,377 936,CFA/mois *,6 950 000CFA,Nissan sunny 2023 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 500 000CFA,Mazda 6 boite auto grand écran 2007,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,676 828,CFA/mois *,13 500 000CFA,Hyundai Sonata 2022,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 250 000CFA,Toyota Obama boite manuelle,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 400 000CFA,Toyota Rav4 2010,"Koumassi, Abidjan, Côte d'Ivoire"
,,,4 300 000CFA,BMW 318 2002,"Abobo, Abidjan, Côte d'Ivoire"
,,,4 750 000CFA,Ford ecosport 2015 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 800 000CFA,Mazda,"Yopougon, Abidjan, Côte d'Ivoire"
,,,1 000 000CFA,Peugeot 406 2005,"Angré, Abidjan, Côte d'Ivoire"
,,,5 000 000CFA,Hyundai Santa FE 2011,"Koumassi, Abidjan, Côte d'Ivoire"
,,,13 000 000CFA,Hyundai santa fe 2018,"Abobo, Abidjan, Côte d'Ivoire"
,,,11 000 000CFA,Volkswagen Touareg 2012,"Vridi, Abidjan, Côte d'Ivoire"
A partir de,768 093,CFA/mois *,15 500 000CFA,Hyundai Santa Fe 2020,"Vridi, Abidjan, Côte d'Ivoire"
A partir de,745 277,CFA/mois *,15 000 000CFA,Nissan Kicks  2022,"Vridi, Abidjan, Côte d'Ivoire"
,,,16 500 000CFA,Honda CR-V 2019,"Vridi, Abidjan, Côte d'Ivoire"
,,,8 500 000CFA,Honda Civic 2017,"Cocody, Abidjan, Côte d'Ivoire"
,,,13 500 000CFA,Hyundai santa fe 2018,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 500 000CFA,Hyundai elantra 2017,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 000 000CFA,BMW X3 2012,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 500 000CFA,Mitsubishi Galant 2006,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 500 000CFA,Mercedes-Benz C 200 2007,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,238 757,CFA/mois *,3 900 000CFA,Suzuki S-Presso 2023,"Abobo, Abidjan, Côte d'Ivoire"
A partir de,1 521 028,CFA/mois *,32 000 000CFA,Hyundai Santa FE 2021,"Yopougon, Abidjan, Côte d'Ivoire"
,,,7 200 000CFA,Toyota Rav4 2007,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 500 000CFA,Peugeot 307 2001,"Cocody, Abidjan, Côte d'Ivoire"
,,,43 000 000CFA,Hyundai Elantra 2007,"Abobo, Abidjan, Côte d'Ivoire"
,,,2 700 000CFA,Hyundai Santa Fe 2008,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 500 000CFA,BMW  3 series 2012,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,608 380,CFA/mois *,12 000 000CFA,Fiat Fullback 2022,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 300 000CFA,Peugeot 406 2002,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 900 000CFA,Mitsubishi Outlander 2005,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,330 022,CFA/mois *,5 900 000CFA,Suzuki Dzire  2022,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 475 395,CFA/mois *,31 000 000CFA,BMW x3 2021,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 800 000CFA,Peugeot 307 2004,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,781 783,CFA/mois *,15 800 000CFA,Mazda cx-5 2020,"Cocody, Abidjan, Côte d'Ivoire"
,,,8 650 000CFA,Hyundai Elantra 2019,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,494 299,CFA/mois *,9 500 000CFA,Hyundai Tucson  2020,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,553 621,CFA/mois *,10 800 000CFA,Kia Forte 2020,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,685 955,CFA/mois *,13 700 000CFA,Toyota rush 2023,"Cocody, Abidjan, Côte d'Ivoire"
,,,1 800 000CFA,Mazda 323 1999,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 800 000CFA,Hyundai Tucson 2008,"Cocody, Abidjan, Côte d'Ivoire"
,,,8 000 000CFA,Hyundai Avante 2018,"Koumassi, Abidjan, Côte d'Ivoire"
A partir de,790 909,CFA/mois *,16 000 000CFA,Kia Seltos 2021,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 384 131,CFA/mois *,29 000 000CFA,Toyota highlander 2021,"Abobo, Abidjan, Côte d'Ivoire"
,,,3 500 000CFA,Suzuki jimny 2013,"Abobo, Abidjan, Côte d'Ivoire"
,,,7 000 000CFA,Mitsubishi l 200 2009,"Abidjan, Côte d'Ivoire"
,,,4 500 000CFA,Mazda 6 2006,"Abidjan, Côte d'Ivoire"
A partir de,950 623,CFA/mois *,19 500 000CFA,Mazda CX-5 2022,"Koumassi, Abidjan, Côte d'Ivoire"
A partir de,1 429 763,CFA/mois *,30 000 000CFA,Toyota Highlander Hybride 2020,"Abidjan, Côte d'Ivoire"
A partir de,1 566 660,CFA/mois *,33 000 000CFA,BMW X3 2023,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,918 680,CFA/mois *,18 800 000CFA,Zil 117 2024,"Angré, Abidjan, Côte d'Ivoire"
,,,1 450 000CFA,Ford Focus 2000,"Yopougon, Abidjan, Côte d'Ivoire"
,,,28 000 000CFA,BMW M550i 2018,"Abidjan, Côte d'Ivoire"
A partir de,882 174,CFA/mois *,18 000 000CFA,Mitsubishi Montero 2020,"Cocody, Abidjan, Côte d'Ivoire"
,,,10 000 000CFA,Hyundai Santa Fe 2015,"Cocody, Abidjan, Côte d'Ivoire"
,,,8 900 000CFA,Hyundai IX 35 2015,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,699 645,CFA/mois *,14 000 000CFA,Mitsubishi Xpander  2024,"Le plateau, Abidjan, Côte d'Ivoire"
,,,5 250 000CFA,Hyundai Tucson 2006 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 850 000CFA,Hyundai Elantra 2010 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 800 000CFA,Citroen C3 2002,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 200 000CFA,Mitsubishi Space Star 2001,"Cocody, Abidjan, Côte d'Ivoire"
,,,8 900 000CFA,Hyundai Elantra 2018,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,882 174,CFA/mois *,18 000 000CFA,Mazda cx-9 2021,"Cocody, Abidjan, Côte d'Ivoire"
,,,18 800 000CFA,Mercedes-benz gle 350 4matic  2017,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 197 038,CFA/mois *,24 900 000CFA,Lexus HS 2020,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 800 000CFA,Hyundai Santa Fe 2008,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,859 358,CFA/mois *,17 500 000CFA,Toyota Rav4 2020 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,603 817,CFA/mois *,11 900 000CFA,Volkswagen Passat 2021,"Cocody, Abidjan, Côte d'Ivoire"
,,,10 500 000CFA,Kia Sorento 2017,"Cocody, Abidjan, Côte d'Ivoire"
,,,13 900 000CFA,Ford ranger 2019,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 900 000CFA,Hyundai Sonata 2017 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 200 000CFA,RENAULT Scenic 2009,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 000 000CFA,Peugeot 306 2014,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 800 000CFA,Mercedes-benz e350 2015,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,996 255,CFA/mois *,20 500 000CFA,Hyundai Santa FE 2020,"Abidjan, Côte d'Ivoire"
A partir de,277 545,CFA/mois *,4 750 000CFA,Suzuki spresso  2023,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,676 828,CFA/mois *,13 500 000CFA,Mitsubishi outlander sport 2021,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 800 000CFA,BMW X3 2013,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 000 000CFA,Peugeot 308 2009,"Cocody, Abidjan, Côte d'Ivoire"
,,,6 300 000CFA,Hyundai Tucson 2009,"Bingerville, Côte d'Ivoire"
